url,title,duration_seconds,duration_minutes,view_count,description,transcript_downloaded,summary_done,
https://www.youtube.com/watch?v=cMSprbJ95jg,,,,,,success,False,['False']
https://www.youtube.com/watch?v=xmbSQz-PNMM,,,,,,success,False,['False']
